ID,Candidate,Constituency ∇,Party,Criminal Case,Total Assets,Liabilities,state,Education
3338,Babulal,FATEHPUR SIKRI,BJP,7,6 Crore+,9 Lac+,UTTARPRADESH,10th Pass
3339,Surendra Kumar Kushwaha,FAZILNAGAR,BJP,0,0,4 Lac+,UTTARPRADESH,Post Graduate
3340,Manish Asija,FIROZABAD,BJP,0,9 Crore+,99 Lac+,UTTARPRADESH,Graduate
3341,Dr. Shiv Pratap Yadav,GAINSARI,SP,2,1 Crore+,,UTTARPRADESH,Doctorate
3342,Kirat Singh,GANGOH,BJP,0,2 Crore+,11 Lac+,UTTARPRADESH,Graduate
3343,Jawahar Lal Rajput,GARAUTHA,BJP,1,2 Crore+,32 Lac+,UTTARPRADESH,Graduate Professional
3344,Harendra Singh,GARHMUKTESHWAR,BJP,1,7 Crore+,21 Lac+,UTTARPRADESH,Post Graduate
3345,Prabhat Kumar Verma,GAURA,BJP,0,1 Crore+,,UTTARPRADESH,Graduate Professional
3346,Rakesh Pratap Singh,GAURIGANJ,SP,4,2 Crore+,37 Lac+,UTTARPRADESH,10th Pass
3347,Saroj,GHATAMPUR (SC),Apna Dal (Soneylal),0,13 Crore+,46 Lac+,UTTARPRADESH,Graduate Professional
3348,Atul Garg,GHAZIABAD,BJP,0,23 Crore+,1 Crore+,UTTARPRADESH,12th Pass
3349,Jaikishan,GHAZIPUR,SP,0,0,,UTTARPRADESH,Graduate
3350,Dr. Anil Kumar Maurya,GHORAWAL,BJP,1,7 Crore+,2 Crore+,UTTARPRADESH,Doctorate
3351,Dara Singh Chauhan,GHOSI,SP,3,4 Crore+,3 Lac+,UTTARPRADESH,12th Pass
3352,Arvind Giri,GOLA GOKRANNATH,BJP,6,11 Crore+,43 Lac+,UTTARPRADESH,Graduate Professional
3353,Prateek Bhushan Singh,GONDA,BJP,0,10 Crore+,3 Crore+,UTTARPRADESH,Graduate Professional
3354,Nafees Ahmad,GOPALPUR,SP,1,1 Crore+,,UTTARPRADESH,Post Graduate
3355,Shyam Prakash,GOPAMAU (SC),BJP,0,2 Crore+,4 Crore+,UTTARPRADESH,Graduate
3356,Bipin Singh,GORAKHPUR RURAL,BJP,0,9 Crore+,28 Lac+,UTTARPRADESH,Graduate
3357,Adityanath,GORAKHPUR URBAN,BJP,0,1 Crore+,,UTTARPRADESH,Graduate
3358,Abhay Singh,GOSHAINGANJ,SP,10,6 Crore+,36 Lac+,UTTARPRADESH,Graduate
3359,Meghshyam,GOVERDHAN,BJP,0,0,,UTTARPRADESH,Graduate Professional
3360,Surendra Maithani,GOVINDNAGAR,BJP,2,10 Crore+,72 Lac+,UTTARPRADESH,Graduate Professional
3361,Ramkhiladi Singh,GUNNAUR,SP,9,4 Crore+,11 Lac+,UTTARPRADESH,Graduate Professional
3362,Vipul Dubey,GYANPUR,Nirbal Indian Shoshit Hamara Aam Dal,4,1 Crore+,,UTTARPRADESH,Post Graduate
3363,Dinesh Rawat,HAIDERGARH (SC),BJP,0,67 Lac+,9 Lac+,UTTARPRADESH,12th Pass
3364,Dr. Manoj Kumar,HAMIRPUR,BJP,0,1 Crore+,53 Lac+,UTTARPRADESH,Doctorate
3365,Hakim Lal Bind,HANDIA,SP,3,3 Crore+,87 Lac+,UTTARPRADESH,Graduate
3366,Vijaypal (Aadhti),HAPUR (SC),BJP,3,1 Crore+,8 Lac+,UTTARPRADESH,Not Given
3367,Rahul Rajpoot,HARCHANDPUR,SP,0,2 Crore+,,UTTARPRADESH,Graduate
3368,Nitin Agarwal,HARDOI,BJP,0,31 Crore+,3 Crore+,UTTARPRADESH,Post Graduate
3369,Suresh Rahi,HARGAON (SC),BJP,1,0,3 Lac+,UTTARPRADESH,Post Graduate
3370,Ajay Singh,HARRAIYA,BJP,2,13 Crore+,70 Lac+,UTTARPRADESH,Post Graduate
3371,Mahendra,HASANPUR,BJP,0,1 Crore+,21 Lac+,UTTARPRADESH,8th Pass
3372,Dinesh,HASTINAPUR (SC),BJP,4,2 Crore+,47 Lac+,UTTARPRADESH,8th Pass
3373,Mohan,HATA,BJP,7,3 Crore+,,UTTARPRADESH,Post Graduate
3374,Anjula Singh Mahaur,HATHRAS (SC),BJP,0,4 Crore+,,UTTARPRADESH,Graduate Professional
3375,Usha Maurya,HUSAINGANJ,SP,0,1 Crore+,,UTTARPRADESH,12th Pass
3376,Rajkumar Sahyogi,IGLAS (SC),BJP,0,6 Crore+,,UTTARPRADESH,10th Pass
3377,Mohd Tahir Khan,ISAULI,SP,3,5 Crore+,35 Lac+,UTTARPRADESH,12th Pass
3378,Mata Prasad Pandey,ITWA,SP,0,5 Crore+,,UTTARPRADESH,Post Graduate
3379,Suresh Kumar,JAGDISHPUR (SC),BJP,0,0,12 Lac+,UTTARPRADESH,12th Pass
3380,Rajendra Singh Patel,JAHANABAD,BJP,0,94 Lac+,1 Lac+,UTTARPRADESH,12th Pass
3381,Bedi,JAKHANIAN (SC),Suheldev Bharatiya Samaj Party,9,24 Crore+,4 Lac+,UTTARPRADESH,Graduate
3382,Hari Prakash Verma,JALALABAD,BJP,0,2 Crore+,16 Lac+,UTTARPRADESH,Graduate Professional
3383,Rakesh Pandey,JALALPUR,SP,1,59 Crore+,23 Crore+,UTTARPRADESH,8th Pass
3384,Sanjeev Kumar,JALESAR (SC),BJP,0,1 Crore+,1 Lac+,UTTARPRADESH,Graduate
3385,Virendra Kumar Yadav,JANGIPUR,SP,1,15 Crore+,5 Crore+,UTTARPRADESH,Doctorate
3386,Sachin Yadav,JASRANA,SP,0,32 Crore+,2 Crore+,UTTARPRADESH,Post Graduate
3387,Shivpal Singh Yadav,JASWANTNAGAR,SP,0,11 Crore+,1 Crore+,UTTARPRADESH,Graduate Professional
3388,Girish Chandra Yadav,JAUNPUR,BJP,1,69 Lac+,,UTTARPRADESH,Graduate Professional
3389,Dhirendra Singh,JEWAR,BJP,0,0,1 Crore+,UTTARPRADESH,Post Graduate
3390,Ravi Sharma,JHANSI NAGAR,BJP,2,9 Crore+,4 Crore+,UTTARPRADESH,Graduate Professional
3391,Rajesh Kumar Gautam,KADIPUR (SC),BJP,0,2 Crore+,27 Lac+,UTTARPRADESH,Post Graduate
3392,Dr. Surabhi,KAIMGANJ (SC),Apna Dal (Soneylal),0,8 Crore+,17 Lac+,UTTARPRADESH,Graduate Professional
3393,Nahid Hasan,KAIRANA,SP,16,3 Crore+,,UTTARPRADESH,Graduate Professional
3394,Anand Kumar,KAISERGANJ,SP,0,1 Crore+,,UTTARPRADESH,Graduate Professional
3395,Vinod Chaturvedi,KALPI,SP,0,3 Crore+,9 Lac+,UTTARPRADESH,Post Graduate
3396,Neelima Katiyar,KALYANPUR,BJP,1,3 Crore+,9 Lac+,UTTARPRADESH,Post Graduate
3397,Asim Arun,KANNAUJ (SC),BJP,0,8 Crore+,,UTTARPRADESH,Post Graduate
3398,Mohammad Hasan,KANPUR CANTT.,SP,0,2 Crore+,9 Lac+,UTTARPRADESH,Post Graduate
3399,Kamal Akhtar,KANTH,SP,0,0,2 Crore+,UTTARPRADESH,Graduate Professional
3400,Shyamdhani Rahi,KAPILVASTU (SC),BJP,3,21 Lac+,1 Lac+,UTTARPRADESH,Graduate
3401,Kavindra Chaudhary,KAPTANGANJ,SP,1,15 Crore+,2 Crore+,UTTARPRADESH,Graduate
3402,Piyush Ranjan Nishad,KARACHHANA,BJP,2,9 Crore+,89 Lac+,UTTARPRADESH,12th Pass
3403,Akhilesh Yadav,KARHAL,SP,1,40 Crore+,43 Lac+,UTTARPRADESH,Graduate Professional
3404,Devendra Singh,KASGANJ,BJP,2,2 Crore+,,UTTARPRADESH,10th Pass
3405,Saurabh Singh,KASTA (SC),BJP,0,1 Crore+,4 Lac+,UTTARPRADESH,Post Graduate
3406,Lalji Verma,KATEHARI,SP,3,9 Crore+,31 Lac+,UTTARPRADESH,Post Graduate
3407,Veer Vikram Singh,KATRA,BJP,0,1 Crore+,,UTTARPRADESH,Post Graduate
3408,Bawan Singh,KATRA BAZAR,BJP,1,5 Crore+,84 Lac+,UTTARPRADESH,Graduate
3409,Tufani Saroj,KERAKAT (SC),SP,0,0,23 Lac+,UTTARPRADESH,Graduate
3410,Viveka Nand Pandey,KHADDA,Nirbal Indian Shoshit Hamara Aam Dal,2,1 Crore+,,UTTARPRADESH,12th Pass
3411,Krishna Paswan,KHAGA (SC),BJP,0,2 Crore+,45 Lac+,UTTARPRADESH,10th Pass
3412,Anoop Singh Alias Anoop Pradhan Valmeeki,KHAIR (SC),BJP,0,92 Lac+,20 Lac+,UTTARPRADESH,10th Pass
3413,Shriram Chauhan,KHAJANI (SC),BJP,1,2 Crore+,,UTTARPRADESH,Post Graduate
3414,Ankur Tiwari,KHALILABAD,BJP,0,6 Crore+,1 Crore+,UTTARPRADESH,Graduate
3415,Vikram Singh,KHATAULI,BJP,2,1 Crore+,9 Lac+,UTTARPRADESH,10th Pass
3416,Bhagwan Singh Kushwaha,KHERAGARH,BJP,1,1 Crore+,,UTTARPRADESH,Graduate Professional
3417,Minakshi Singh,KHURJA (SC),BJP,1,1 Crore+,36 Lac+,UTTARPRADESH,Graduate Professional
3418,Mahesh Kumar Trivedi,KIDWAI NAGAR,BJP,0,8 Crore+,,UTTARPRADESH,Graduate
3419,Eng. Brajesh Katheriya,KISHNI (SC),SP,0,0,30 Lac+,UTTARPRADESH,Graduate
3420,Shahid Manzoor,KITHORE,SP,2,4 Crore+,,UTTARPRADESH,Post Graduate
3421,Anil Parashar,KOIL,BJP,1,6 Crore+,1 Crore+,UTTARPRADESH,Graduate Professional
3422,Raj Mani,KORAON (SC),BJP,0,69 Lac+,,UTTARPRADESH,Post Graduate
3423,Raghuraj Pratap Singh,KUNDA,Jansatta Dal Loktantrik,1,23 Crore+,,UTTARPRADESH,Graduate
3424,Zia Ur Rehman,KUNDARKI,SP,0,98 Lac+,,UTTARPRADESH,Graduate Professional
3425,Sakendra Pratap,KURSI,BJP,1,1 Crore+,,UTTARPRADESH,Post Graduate
3426,Panchanand Pathak (P.N. Pathak),KUSHINAGAR,BJP,0,2 Crore+,,UTTARPRADESH,Graduate
3427,Anil Kumar Verma,LAHARPUR,SP,2,2 Crore+,45 Lac+,UTTARPRADESH,Graduate
3428,Yogesh Verma,LAKHIMPUR,BJP,0,4 Crore+,11 Lac+,UTTARPRADESH,Post Graduate
3429,Bechai,LALGANJ (SC),SP,0,0,5 Lac+,UTTARPRADESH,12th Pass
3430,Ramratan Kushwaha,LALITPUR,BJP,2,3 Crore+,15 Lac+,UTTARPRADESH,Graduate Professional
3431,Sitaram Verma,LAMBHUA,BJP,2,6 Crore+,,UTTARPRADESH,Post Graduate
3432,Nandkishor,LONI,BJP,5,2 Crore+,35 Thou+,UTTARPRADESH,Post Graduate
3433,Brajesh Pathak,LUCKNOW CANTT.,BJP,0,10 Crore+,,UTTARPRADESH,Graduate Professional
3434,Ravidas Mehrotra,LUCKNOW CENTRAL,SP,22,72 Lac+,5 Lac+,UTTARPRADESH,Graduate Professional
3435,Ashutosh Tandon (Gopal Ji),LUCKNOW EAST,BJP,1,8 Crore+,,UTTARPRADESH,Graduate
3436,Dr. Neeraj Bora,LUCKNOW NORTH,BJP,0,9 Crore+,1 Crore+,UTTARPRADESH,Post Graduate
3437,Armaan Khan,LUCKNOW WEST,SP,0,14 Crore+,6 Crore+,UTTARPRADESH,Graduate
3438,Dr. Ragini,MACHHLISHAHR (SC),SP,0,10 Crore+,4 Crore+,UTTARPRADESH,Post Graduate
3439,Mool Chandra Singh,MADHAUGARH,BJP,0,0,28 Lac+,UTTARPRADESH,Post Graduate
3440,Ram Bilash Chauhan,MADHUBAN,BJP,0,6 Crore+,71 Lac+,UTTARPRADESH,Graduate Professional
3441,Dudhram,MAHADEWA (SC),Suheldev Bharatiya Samaj Party,4,3 Crore+,81 Lac+,UTTARPRADESH,Literate
3442,Jay Mangal,MAHARAJGANJ (SC),BJP,1,1 Crore+,30 Lac+,UTTARPRADESH,8th Pass
3443,Satish Mahana,MAHARAJPUR,BJP,0,24 Crore+,51 Lac+,UTTARPRADESH,Graduate
3444,Sureshwar Singh,MAHASI,BJP,5,3 Crore+,,UTTARPRADESH,12th Pass
3445,Asha Maurya,MAHMOODABAD,BJP,3,5 Crore+,25 Lac+,UTTARPRADESH,Graduate
3446,Rakesh Kumar Goswami,MAHOBA,BJP,2,7 Crore+,,UTTARPRADESH,Literate
3447,Shashank Trivedi,MAHOLI,BJP,0,2 Crore+,,UTTARPRADESH,Graduate Professional
3448,Jayveer Singh,MAINPURI,BJP,0,17 Crore+,,UTTARPRADESH,12th Pass
3449,Dr. Vinod Kumar Bind,MAJHAWAN,Nirbal Indian Shoshit Hamara Aam Dal,0,0,1 Crore+,UTTARPRADESH,Post Graduate
3450,Lucky Yadav,MALHANI,SP,7,17 Crore+,44 Lac+,UTTARPRADESH,Graduate
3451,Jai Devi,MALIHABAD (SC),BJP,0,7 Crore+,,UTTARPRADESH,Literate
3452,Avinash Chandra Dwivedi,MANIKPUR,Apna Dal (Soneylal),1,16 Crore+,49 Lac+,UTTARPRADESH,Graduate
3453,Indrajeet Saroj,MANJHANPUR (SC),SP,1,14 Crore+,2 Crore+,UTTARPRADESH,Graduate
3454,Ramapati Shastri,MANKAPUR (SC),BJP,0,4 Crore+,,UTTARPRADESH,Graduate
3455,Rajesh Chaudhary,MANT,BJP,1,7 Crore+,95 Lac+,UTTARPRADESH,Graduate Professional
3456,Virendra Singh Lodhi,MARHARA,BJP,5,2 Crore+,49 Lac+,UTTARPRADESH,Graduate
3457,Rama Shankar Singh,MARIHAN,BJP,1,4 Crore+,57 Lac+,UTTARPRADESH,Post Graduate
3458,Dr R.K. Patel,MARIYAHU,Apna Dal (Soneylal),0,9 Crore+,1 Crore+,UTTARPRADESH,Post Graduate
3459,Mariya,MATERA,SP,0,0,5 Crore+,UTTARPRADESH,10th Pass
3460,Shrikant Sharma,MATHURA,BJP,0,1 Crore+,,UTTARPRADESH,Graduate
3461,Abbas Ansari,MAU,Suheldev Bharatiya Samaj Party,5,9 Crore+,,UTTARPRADESH,12th Pass
3462,Rashmi Arya,MAURANIPUR (SC),Apna Dal (Soneylal),0,7 Crore+,17 Lac+,UTTARPRADESH,Doctorate
3463,Chandan Chauhan,MEERAPUR,RLD,2,6 Crore+,26 Lac+,UTTARPRADESH,Graduate Professional
3464,Dr. D. C. Verma,MEERGANJ,BJP,0,3 Crore+,14 Lac+,UTTARPRADESH,Post Graduate
3465,Rafiq Ansari,MEERUT,SP,1,1 Crore+,,UTTARPRADESH,8th Pass
3466,Amit Agarwal,MEERUT CANTT.,BJP,6,148 Crore+,13 Crore+,UTTARPRADESH,Graduate Professional
3467,Dr. Somendra Singh Tomar,MEERUT SOUTH,BJP,2,6 Crore+,63 Lac+,UTTARPRADESH,Doctorate
3468,Puja,MEHNAGAR (SC),SP,0,1 Crore+,36 Lac+,UTTARPRADESH,Post Graduate
3469,Vinay Kumar,MEHNAUN,BJP,1,0,45 Lac+,UTTARPRADESH,Post Graduate
3470,Manohar Lal,MEHRONI (SC),BJP,3,15 Crore+,,UTTARPRADESH,12th Pass
3471,Sandeep Singh,MEJA,SP,3,11 Crore+,3 Crore+,UTTARPRADESH,Graduate
3472,Anil Kumar Tripathi,MENHDAWAL,Nirbal Indian Shoshit Hamara Aam Dal,8,19 Crore+,3 Crore+,UTTARPRADESH,Others
3473,Rajbala Singh,MILAK (SC),BJP,1,12 Crore+,4 Crore+,UTTARPRADESH,Post Graduate
3474,Awadhesh Prasad,MILKIPUR (SC),SP,1,3 Crore+,10 Lac+,UTTARPRADESH,Post Graduate
3475,Ratnakar Mishra,MIRZAPUR,BJP,0,4 Crore+,39 Lac+,UTTARPRADESH,Others
3476,Ramkrishna Bhargava,MISRIKH (SC),BJP,0,2 Crore+,,UTTARPRADESH,12th Pass
3477,Dr. Manju Shiwach,MODI NAGAR,BJP,0,13 Crore+,85 Lac+,UTTARPRADESH,Graduate
3478,Suhaib Alias Mannu Ansari,MOHAMMADABAD,SP,0,22 Lac+,,UTTARPRADESH,Graduate
3479,Lokendra Pratap Singh,MOHAMMDI,BJP,0,0,10 Lac+,UTTARPRADESH,Graduate Professional
3480,Brajesh Kumar,MOHAN (SC),BJP,0,4 Crore+,7 Lac+,UTTARPRADESH,Post Graduate
3481,Amresh Kumar,MOHANLALGANJ (SC),BJP,0,12 Crore+,,UTTARPRADESH,Graduate
3482,Ritesh Kumar Gupta,MORADABAD NAGAR,BJP,0,9 Crore+,84 Lac+,UTTARPRADESH,12th Pass
3483,Mohd Nasir,MORADABAD RURAL,SP,0,60 Crore+,1 Crore+,UTTARPRADESH,Literate
3484,Akhilesh,MUBARAKPUR,SP,3,16 Lac+,,UTTARPRADESH,12th Pass
3485,Ramesh Jaiswal,MUGHALSARAI,BJP,2,2 Crore+,6 Lac+,UTTARPRADESH,Graduate Professional
3486,Rajendra Kumar,MUHAMMADABAD-GOHNA (SC),SP,2,1 Crore+,,UTTARPRADESH,Graduate
3487,Pankaj,MUNGRA BADSHAHPUR,SP,0,22 Lac+,,UTTARPRADESH,Graduate Professional
3488,Ajit Pal Tyagi,MURADNAGAR,BJP,0,9 Crore+,1 Crore+,UTTARPRADESH,Graduate Professional
3489,Kapil Dev Agarwal,MUZAFFAR NAGAR,BJP,7,0,74 Lac+,UTTARPRADESH,Graduate
3490,Manoj Kumar Paras,NAGINA (SC),SP,4,4 Crore+,27 Lac+,UTTARPRADESH,12th Pass
3491,Tasleem Ahmad,NAJIBABAD,SP,1,1 Crore+,7 Lac+,UTTARPRADESH,Literate
3492,Mukesh Choudhary,NAKUR,BJP,3,2 Crore+,15 Lac+,UTTARPRADESH,Graduate
3493,Ram Niwas Verma,NANPARA,Apna Dal (Soneylal),0,3 Crore+,46 Lac+,UTTARPRADESH,Graduate
3494,Ommani Varma,NARAINI (SC),BJP,0,51 Lac+,2 Hund+,UTTARPRADESH,Graduate
3495,Samarpal Singh,NAUGAWAN SADAT,SP,2,1 Crore+,3 Lac+,UTTARPRADESH,Post Graduate
3496,Rishi,NAUTANWA,Nirbal Indian Shoshit Hamara Aam Dal,0,6 Crore+,,UTTARPRADESH,Graduate Professional
3497,Dr. M. P. Arya,NAWABGANJ,BJP,6,19 Crore+,2 Crore+,UTTARPRADESH,Graduate Professional
3498,Omkumar,NEHTAUR (SC),BJP,0,34 Crore+,12 Crore+,UTTARPRADESH,12th Pass
3499,Shashank Verma,NIGHASAN,BJP,0,0,5 Lac+,UTTARPRADESH,Post Graduate
3500,Alam Badi,NIZAMABAD,SP,0,50 Lac+,,UTTARPRADESH,12th Pass
3501,Pankaj Singh,NOIDA,BJP,0,4 Crore+,12 Lac+,UTTARPRADESH,Graduate
3502,Ram Avatar Singh,NOORPUR,SP,0,35 Lac+,73 Thou+,UTTARPRADESH,Post Graduate
3503,Sanjeev Kumar,OBRA (ST),BJP,0,4 Crore+,11 Lac+,UTTARPRADESH,10th Pass
3504,Gauri Shankar,ORAI (SC),BJP,2,79 Lac+,4 Lac+,UTTARPRADESH,10th Pass
3505,Manish Kumar Alias Mantu,PADRAUNA,BJP,0,21 Crore+,16 Lac+,UTTARPRADESH,Graduate
3506,Harvinder Kumar Sahni Alias Romi Sahni,PALIA,BJP,0,28 Crore+,4 Crore+,UTTARPRADESH,Graduate
3507,Gyanendra Singh,PANIYRA,BJP,0,2 Crore+,20 Lac+,UTTARPRADESH,10th Pass
3508,Surya Pratap Shahi,PATHARDEVA,BJP,0,6 Crore+,,UTTARPRADESH,Graduate Professional
3509,Nadira Sultan,PATIYALI,SP,0,0,3 Lac+,UTTARPRADESH,12th Pass
3510,Ram Singh,PATTI,SP,6,4 Crore+,75 Lac+,UTTARPRADESH,Post Graduate
3511,Subhash Tripathi,PAYAGPUR,BJP,4,4 Crore+,61 Thou+,UTTARPRADESH,Post Graduate
3512,Guru Prasad Maurya,PHAPHAMAU,BJP,0,1 Crore+,3 Lac+,UTTARPRADESH,Graduate
3513,Virendra Chaudhary,PHARENDA,INC,2,5 Crore+,,UTTARPRADESH,Graduate Professional
3514,Sangram Singh,PHEPHANA,SP,2,3 Crore+,32 Lac+,UTTARPRADESH,Graduate Professional
3515,Ramakant,PHOOLPUR-PAWAI,SP,3,10 Crore+,,UTTARPRADESH,10th Pass
3516,Praveen Patel,PHULPUR,BJP,1,40 Crore+,2 Crore+,UTTARPRADESH,Post Graduate
3517,Sanjay Singh Gangwar,PILIBHIT,BJP,4,5 Crore+,1 Crore+,UTTARPRADESH,Graduate
3518,Awadhesh Kumar Singh,PINDRA,BJP,0,7 Crore+,33 Lac+,UTTARPRADESH,Doctorate
3519,Mahendra Pal Singh,PIPRAICH,BJP,0,0,1 Crore+,UTTARPRADESH,Graduate
3520,Chetram,POWAYAN (SC),BJP,0,1 Crore+,15 Lac+,UTTARPRADESH,Graduate Professional
3521,Rajendra Kumar,PRATAPGARH,BJP,2,5 Crore+,16 Lac+,UTTARPRADESH,Graduate
3522,Vijama Yadav,PRATAPPUR,SP,2,3 Crore+,37 Lac+,UTTARPRADESH,Literate
3523,Baburam,PURANPUR (SC),BJP,1,1 Crore+,,UTTARPRADESH,Graduate Professional
3524,Anil Kumar,PURQAZI (SC),RLD,2,83 Lac+,18 Lac+,UTTARPRADESH,12th Pass
3525,Anil Kumar Singh,PURWA,BJP,2,19 Crore+,5 Crore+,UTTARPRADESH,12th Pass
3526,Aditi Singh,RAE BARELI,BJP,0,30 Crore+,3 Crore+,UTTARPRADESH,Post Graduate
3527,Fareed Mahfooz Kidwai,RAM NAGAR,SP,1,5 Crore+,35 Lac+,UTTARPRADESH,Post Graduate
3528,Vinay Prakash,RAMKOLA (SC),BJP,0,71 Lac+,,UTTARPRADESH,12th Pass
3529,Mohammad Azam Khan,RAMPUR,SP,87,0,,UTTARPRADESH,Graduate Professional
3530,Surendra Chaurasia,RAMPUR KARKHANA,BJP,2,39 Lac+,7 Lac+,UTTARPRADESH,12th Pass
3531,Aradhana Mishra Mona,RAMPUR KHAS,INC,6,34 Crore+,,UTTARPRADESH,Graduate
3532,Devender Kumar Nim,RAMPUR MANIHARAN (SC),BJP,0,5 Crore+,30 Lac+,UTTARPRADESH,Graduate
3533,Rakesh Kumar Verma Alias Dr. R. K. Verma,RANIGANJ,SP,1,7 Crore+,14 Lac+,UTTARPRADESH,Graduate Professional
3534,Umashankar Singh,RASARA,BSP,1,54 Crore+,13 Crore+,UTTARPRADESH,12th Pass
3535,Poonam Sankhwar,RASULABAD (SC),BJP,0,3 Crore+,15 Lac+,UTTARPRADESH,Post Graduate
3536,Manisha,RATH (SC),BJP,3,22 Lac+,,UTTARPRADESH,Post Graduate
3537,Bhupesh Chaubey,ROBERTSGANJ,BJP,2,1 Crore+,29 Lac+,UTTARPRADESH,Graduate
3538,Dr. Sunil Patel,ROHANIYA,Apna Dal (Soneylal),0,61 Lac+,25 Lac+,UTTARPRADESH,Doctorate
3539,Ram Chandra Yadav,RUDAULI,BJP,2,0,1 Crore+,UTTARPRADESH,12th Pass
3540,Rajendra Prasad Chaudhary,RUDHAULI,SP,1,11 Crore+,4 Crore+,UTTARPRADESH,Post Graduate
3541,Jai Prakash Nishad,RUDRAPUR,BJP,0,3 Crore+,9 Lac+,UTTARPRADESH,Graduate
3542,Pradeep Kumar Singh,SADABAD,RLD,1,23 Crore+,4 Crore+,UTTARPRADESH,Post Graduate
3543,Raj Prasad Upadhyay,SADAR,BJP,0,7 Crore+,,UTTARPRADESH,Post Graduate
3544,Bamba Lal,SAFIPUR (SC),BJP,0,19 Crore+,5 Crore+,UTTARPRADESH,Graduate
3545,Hriday Narayan Singh Patel,SAGRI,SP,0,16 Crore+,2 Crore+,UTTARPRADESH,Post Graduate
3546,Pradeep Shukla,SAHAJANWA,BJP,0,9 Crore+,1 Lac+,UTTARPRADESH,Graduate
3547,Ashu Malik,SAHARANPUR,SP,0,2 Crore+,65 Lac+,UTTARPRADESH,10th Pass
3548,Rajeev Gumber,SAHARANPUR NAGAR,BJP,4,2 Crore+,,UTTARPRADESH,12th Pass
3549,Brajesh Yadav,SAHASWAN,SP,1,0,12 Lac+,UTTARPRADESH,12th Pass
3550,Sunil Kumar Sharma,SAHIBABAD,BJP,0,1 Crore+,15 Lac+,UTTARPRADESH,Post Graduate
3551,Ankit Bharti,SAIDPUR (SC),SP,0,2 Crore+,1 Crore+,UTTARPRADESH,Graduate
3552,Sushil Singh,SAIYADRAJA,BJP,1,21 Crore+,1 Crore+,UTTARPRADESH,Graduate
3553,Prabhu Narayan Yadav,SAKALDIHA,SP,6,1 Crore+,19 Lac+,UTTARPRADESH,Graduate
3554,Bijaylaxmi Gautam,SALEMPUR (SC),BJP,1,88 Lac+,,UTTARPRADESH,Post Graduate
3555,Ashok Kumar,SALON (SC),BJP,0,65 Lac+,5 Lac+,UTTARPRADESH,Post Graduate
3556,Iqbal Mehmood,SAMBHAL,SP,0,10 Crore+,1 Lac+,UTTARPRADESH,Graduate
3557,Prabhash Kumar,SANDI (SC),BJP,0,2 Crore+,1 Lac+,UTTARPRADESH,10th Pass
3558,Alka Singh,SANDILA,BJP,0,79 Lac+,3 Lac+,UTTARPRADESH,Post Graduate
3559,Atul Pradhan,SARDHANA,SP,38,0,,UTTARPRADESH,Graduate
3560,Devendra Pratap Singh,SARENI,SP,0,2 Crore+,15 Lac+,UTTARPRADESH,Post Graduate
3561,Rajeshwar Singh,SAROJINI NAGAR,BJP,0,10 Crore+,,UTTARPRADESH,Doctorate
3562,Madhavendra Pratap Singh,SAWAYAZPUR,BJP,0,11 Crore+,25 Lac+,UTTARPRADESH,Graduate
3563,Neel Ratan Singh,SEVAPURI,BJP,2,1 Crore+,,UTTARPRADESH,12th Pass
3564,Gyan Tiwari,SEVATA,BJP,3,5 Crore+,35 Lac+,UTTARPRADESH,Graduate
3565,Rajni Tiwari,SHAHABAD,BJP,0,2 Crore+,9 Lac+,UTTARPRADESH,Graduate
3566,Ramesh,SHAHGANJ,Nirbal Indian Shoshit Hamara Aam Dal,3,7 Crore+,4 Crore+,UTTARPRADESH,Graduate
3567,Suresh Kumar Khanna,SHAHJAHANPUR,BJP,0,1 Crore+,60 Thou+,UTTARPRADESH,Graduate Professional
3568,Persann Kumar,SHAMLI,RLD,0,18 Crore+,,UTTARPRADESH,Graduate
3569,Himanshu Yadav,SHEKHUPUR,SP,0,0,,UTTARPRADESH,12th Pass
3570,Anil Kumar,SHIKARPUR,BJP,2,14 Crore+,75 Lac+,UTTARPRADESH,12th Pass
3571,Mukesh Verma,SHIKOHABAD,SP,0,3 Crore+,10 Lac+,UTTARPRADESH,Post Graduate
3572,Anil Rajbhar,SHIVPUR,BJP,2,2 Crore+,,UTTARPRADESH,Post Graduate
3573,Vinay Verma,SHOHRATGARH,Apna Dal (Soneylal),4,14 Lac+,,UTTARPRADESH,12th Pass
3574,Ram Feran,SHRAWASTI,BJP,0,9 Crore+,1 Crore+,UTTARPRADESH,10th Pass
3575,Manish Rawat,SIDHAULI (SC),BJP,5,4 Crore+,1 Crore+,UTTARPRADESH,Post Graduate
3576,Ziyauddin Rizvi,SIKANDERPUR,SP,3,3 Crore+,11 Lac+,UTTARPRADESH,Graduate
3577,Ajit Singh Pal,SIKANDRA,BJP,0,2 Crore+,7 Lac+,UTTARPRADESH,Post Graduate
3578,Birendra Singh Rana,SIKANDRA RAO,BJP,0,11 Crore+,26 Lac+,UTTARPRADESH,12th Pass
3579,Lakshmi Raj,SIKANDRABAD,BJP,2,0,55 Lac+,UTTARPRADESH,Post Graduate
3580,Dr. Pallavi Patel,SIRATHU,SP,0,3 Crore+,8 Lac+,UTTARPRADESH,Graduate
3581,Sarvesh Singh,SIRSAGANJ,SP,0,2 Crore+,45 Lac+,UTTARPRADESH,12th Pass
